ID,D,E,F,H,I,L,Oxygen,Nitrogen,Acid,Basic,Polar,Non_Polar,molecular_weight,aromaticity,flexibility_mean,flexibility_max,flexibility_min,gravy,secondary_structure_fraction_a,molar_extinction_coefficient_reduced_cysteines,molar_extinction_coefficient_disulfid_bridges,type
P48664,0.021276596,0.053191489,0.04787234,0.014184397,0.072695035,0.131205674,0.372340426,0.313829787,0.074468085,0.09929078,0.420212766,0.579787234,61564.7253,0.074468085,0.988812849,1.06775,0.931845238,0.398758865,0.359929078,34380.0,34505,Multi-pass membrane protein
Q92545,0.039830058,0.055231014,0.046202868,0.02920871,0.053637812,0.088157196,0.481678173,0.328730749,0.095061073,0.131704727,0.58842273,0.41157727,205135.4233,0.074349442,1.00629274,1.092071429,0.934166667,-0.369676049,0.271375465,151150.0,152025,Multi-pass membrane protein
Q08334,0.052307692,0.061538462,0.058461538,0.024615385,0.027692308,0.095384615,0.498461538,0.307692308,0.113846154,0.098461538,0.544615385,0.455384615,36994.6034,0.126153846,0.996236099,1.071333333,0.923011905,-0.250461538,0.32,76890.0,77515,Single-pass membrane protein
P47211,0.017191977,0.028653295,0.071633238,0.040114613,0.06017192,0.114613181,0.320916905,0.326647564,0.045845272,0.134670487,0.467048711,0.532951289,38952.4013,0.123209169,0.985952031,1.074761905,0.923333333,0.379083095,0.389684814,54890.0,55515,Multi-pass membrane protein
Q16799,0.056701031,0.100515464,0.024484536,0.016752577,0.051546392,0.090206186,0.554123711,0.255154639,0.157216495,0.104381443,0.585051546,0.414948454,83616.5817,0.052835052,1.011418529,1.074642857,0.929904762,-0.447809278,0.24742268,44810.0,45060,Multi-pass membrane protein
Q8IY49,0.022222222,0.037037037,0.081481481,0.048148148,0.055555556,0.1,0.318518519,0.351851852,0.059259259,0.133333333,0.411111111,0.588888889,31263.337,0.177777778,0.977871739,1.054678571,0.930297619,0.323333333,0.403703704,82850.0,83350,Multi-pass membrane protein
Q6P5X7,0.054237288,0.047457627,0.054237288,0.027118644,0.061016949,0.101694915,0.53220339,0.328813559,0.101694915,0.115254237,0.586440678,0.413559322,32982.8584,0.101694915,0.997606935,1.060642857,0.931142857,-0.173559322,0.298305085,40910.0,41660,Multi-pass membrane protein
O60462,0.064446831,0.070891515,0.039742213,0.023630505,0.058002148,0.080558539,0.535982814,0.341568206,0.135338346,0.11707841,0.563909774,0.436090226,104829.4562,0.104189044,1.001984854,1.066035714,0.932428571,-0.469495166,0.288936627,173610.0,175110,Single-pass membrane protein
Q9Y5U5,0.033195021,0.062240664,0.041493776,0.037344398,0.008298755,0.10373444,0.373443983,0.352697095,0.095435685,0.112033195,0.564315353,0.435684647,25999.5763,0.070539419,0.992912716,1.071,0.935702381,-0.129045643,0.232365145,34490.0,35990,Single-pass membrane protein
Q8N205,0.042079208,0.071782178,0.01980198,0.032178218,0.017326733,0.150990099,0.425742574,0.383663366,0.113861386,0.113861386,0.52970297,0.47029703,43511.6421,0.051980198,1.003208469,1.07022619,0.924952381,-0.369059406,0.25990099,51450.0,51950,Single-pass membrane protein
P48165,0.027713626,0.11778291,0.046189376,0.020785219,0.050808314,0.094688222,0.505773672,0.311778291,0.145496536,0.129330254,0.545034642,0.454965358,48228.3898,0.083140878,1.00484608,1.08597619,0.925857143,-0.288221709,0.309468822,43890.0,44390,Multi-pass membrane protein
Q9Y5T4,0.033333333,0.053333333,0.026666667,0.02,0.06,0.08,0.38,0.413333333,0.086666667,0.18,0.486666667,0.513333333,16382.7541,0.073333333,1.002534617,1.056678571,0.952238095,-0.262666667,0.28,14440.0,14440,Single-pass membrane protein
A8MVS5,0.043478261,0.034782609,0.052173913,0.013043478,0.030434783,0.108695652,0.443478261,0.3,0.07826087,0.091304348,0.552173913,0.447826087,24752.8562,0.07826087,1.001078647,1.062369048,0.941833333,-0.10173913,0.282608696,20970.0,21220,Single-pass membrane protein
P78325,0.036407767,0.05461165,0.027912621,0.041262136,0.016990291,0.082524272,0.390776699,0.393203883,0.091019417,0.134708738,0.552184466,0.447815534,88770.1778,0.060679612,0.99753849,1.057666667,0.929380952,-0.277912621,0.243932039,72310.0,75060,Single-pass membrane protein
P41145,0.052631579,0.026315789,0.060526316,0.010526316,0.094736842,0.092105263,0.392105263,0.276315789,0.078947368,0.094736842,0.460526316,0.539473684,42644.7193,0.115789474,0.984104191,1.062190476,0.925702381,0.481578947,0.4,59360.0,60110,Multi-pass membrane protein
Q9P0S2,0.066037736,0.08490566,0.047169811,0.0,0.047169811,0.103773585,0.490566038,0.405660377,0.150943396,0.198113208,0.575471698,0.424528302,12293.1058,0.094339623,1.015602479,1.087928571,0.949619048,-0.766981132,0.283018868,15470.0,15470,Single-pass membrane protein
Q3SYC2,0.026946108,0.047904192,0.080838323,0.032934132,0.068862275,0.125748503,0.347305389,0.398203593,0.074850299,0.137724551,0.452095808,0.547904192,38195.1665,0.134730539,0.98830967,1.052321429,0.926785714,0.113772455,0.380239521,58900.0,59150,Multi-pass membrane protein
Q6P4Q7,0.052903226,0.065806452,0.042580645,0.018064516,0.058064516,0.139354839,0.48516129,0.322580645,0.118709677,0.121290323,0.512258065,0.487741935,86605.8778,0.078709677,0.997883641,1.072833333,0.931809524,-0.047612903,0.343225806,57760.0,58385,Multi-pass membrane protein
Q9UEU0,0.030172414,0.11637931,0.025862069,0.030172414,0.056034483,0.129310345,0.547413793,0.49137931,0.146551724,0.189655172,0.586206897,0.413793103,26688.1124,0.051724138,1.008656897,1.06877381,0.935107143,-0.678017241,0.262931034,8940.0,8940,Single-pass membrane protein
A1L0T0,0.044303797,0.044303797,0.037974684,0.023734177,0.03164557,0.125,0.352848101,0.352848101,0.088607595,0.118670886,0.444620253,0.555379747,67866.9359,0.064873418,0.992862742,1.061821429,0.936845238,0.183702532,0.329113924,57410.0,58035,Single-pass membrane protein
Q8NDX2,0.022071307,0.067911715,0.061120543,0.018675722,0.076400679,0.076400679,0.41426146,0.273344652,0.089983022,0.096774194,0.456706282,0.543293718,64990.3482,0.117147708,0.992203448,1.079321429,0.918738095,0.173514431,0.346349745,97290.0,98290,Multi-pass membrane protein
Q9HC56,0.068714632,0.05982215,0.039611964,0.024252223,0.060630558,0.075990299,0.544058205,0.332255457,0.128536783,0.120452708,0.590137429,0.409862571,136062.7638,0.068714632,1.006038846,1.094166667,0.929571429,-0.425869038,0.283751011,77700.0,78450,Single-pass membrane protein
Q86WA9,0.024752475,0.03960396,0.052805281,0.011551155,0.041254125,0.160066007,0.341584158,0.234323432,0.064356436,0.075907591,0.404290429,0.595709571,65298.2746,0.094059406,0.985792594,1.057583333,0.928071429,0.612046205,0.389438944,57300.0,58050,Multi-pass membrane protein
Q8N5Y8,0.052795031,0.043478261,0.049689441,0.046583851,0.049689441,0.121118012,0.422360248,0.406832298,0.096273292,0.170807453,0.531055901,0.468944099,36382.2932,0.105590062,0.996872395,1.079583333,0.933642857,-0.247204969,0.322981366,54890.0,55265,Single-pass membrane protein
Q9NUN5,0.040740741,0.048148148,0.066666667,0.012962963,0.090740741,0.12962963,0.424074074,0.283333333,0.088888889,0.105555556,0.442592593,0.557407407,61387.9806,0.137037037,0.987157228,1.072559524,0.9155,0.338148148,0.414814815,104740.0,105365,Multi-pass membrane protein
Q8IW52,0.044205496,0.056152927,0.043010753,0.023894863,0.063321386,0.146953405,0.471923536,0.342891278,0.100358423,0.127837515,0.554360812,0.445639188,94329.8602,0.08004779,1.00031516,1.08402381,0.92177381,-0.179330944,0.348864994,70250.0,71375,Single-pass membrane protein
P34810,0.016949153,0.016949153,0.033898305,0.053672316,0.036723164,0.104519774,0.435028249,0.310734463,0.033898305,0.104519774,0.584745763,0.415254237,37407.7121,0.062146893,0.997121187,1.059428571,0.92202381,-0.135028249,0.251412429,26930.0,27305,Single-pass membrane protein
Q96JQ2,0.069860279,0.105788423,0.036926148,0.032934132,0.042914172,0.088822355,0.612774451,0.338323353,0.175648703,0.137724551,0.630738523,0.369261477,111649.4287,0.060878244,1.013155505,1.088642857,0.919392857,-0.660479042,0.25249501,63830.0,64330,Single-pass membrane protein
O15503,0.028880866,0.025270758,0.046931408,0.036101083,0.046931408,0.115523466,0.317689531,0.350180505,0.054151625,0.111913357,0.451263538,0.548736462,29986.3944,0.097472924,0.986891969,1.057821429,0.930452381,0.267148014,0.339350181,52940.0,53315,Multi-pass membrane protein
P52799,0.051051051,0.039039039,0.027027027,0.018018018,0.075075075,0.075075075,0.474474474,0.348348348,0.09009009,0.135135135,0.561561562,0.438438438,36922.7708,0.084084084,1.002837743,1.062154762,0.92552381,-0.35015015,0.3003003,44350.0,44850,Single-pass membrane protein
Q9BUM1,0.01734104,0.031791908,0.057803468,0.028901734,0.060693642,0.150289017,0.303468208,0.303468208,0.049132948,0.086705202,0.393063584,0.606936416,38734.0809,0.141618497,0.979793839,1.049642857,0.922297619,0.517052023,0.407514451,115390.0,115765,Multi-pass membrane protein
P16871,0.054466231,0.067538126,0.050108932,0.019607843,0.052287582,0.11328976,0.529411765,0.302832244,0.122004357,0.11328976,0.5708061,0.4291939,51578.1455,0.091503268,1.001167989,1.072535714,0.92175,-0.219172113,0.328976035,48360.0,49110,Single-pass membrane protein
O15547,0.038548753,0.049886621,0.052154195,0.024943311,0.024943311,0.095238095,0.41723356,0.340136054,0.088435374,0.115646259,0.507936508,0.492063492,48828.0546,0.117913832,0.994488123,1.066928571,0.928345238,-0.153061224,0.315192744,107370.0,108245,Multi-pass membrane protein
P15812,0.025773196,0.046391753,0.048969072,0.033505155,0.051546392,0.131443299,0.394329897,0.386597938,0.072164948,0.12371134,0.49742268,0.50257732,43625.9045,0.103092784,0.994054969,1.070714286,0.928059524,-0.068298969,0.337628866,83420.0,84045,Single-pass membrane protein
P30511,0.052023121,0.083815029,0.020231214,0.028901734,0.028901734,0.092485549,0.511560694,0.427745665,0.13583815,0.130057803,0.528901734,0.471098266,39061.2031,0.095375723,0.999558323,1.056952381,0.941083333,-0.534971098,0.280346821,78840.0,79090,Single-pass membrane protein
P30531,0.031719533,0.028380634,0.07345576,0.005008347,0.080133556,0.098497496,0.365609349,0.240400668,0.060100167,0.07345576,0.398998331,0.601001669,67072.8315,0.156928214,0.984084625,1.063380952,0.919738095,0.463772955,0.412353923,154700.0,155575,Multi-pass membrane protein
Q6UW78,0.021505376,0.086021505,0.0,0.0,0.021505376,0.11827957,0.408602151,0.408602151,0.107526882,0.129032258,0.462365591,0.537634409,10080.5718,0.032258065,1.002459042,1.062511905,0.945190476,-0.301075269,0.23655914,12490.0,12490,Single-pass membrane protein
P41586,0.047008547,0.051282051,0.072649573,0.023504274,0.055555556,0.10042735,0.435897436,0.294871795,0.098290598,0.098290598,0.463675214,0.536324786,53313.0326,0.143162393,0.986846016,1.062654762,0.923952381,0.220726496,0.386752137,105310.0,106185,Multi-pass membrane protein
Q66K66,0.027777778,0.033333333,0.038888889,0.002777778,0.025,0.166666667,0.288888889,0.377777778,0.061111111,0.119444444,0.436111111,0.563888889,39474.2609,0.091666667,0.987709436,1.081845238,0.915559524,0.276944444,0.358333333,56380.0,57005,Multi-pass membrane protein
Q9GZU1,0.046551724,0.039655172,0.060344828,0.024137931,0.05862069,0.125862069,0.418965517,0.325862069,0.086206897,0.10862069,0.487931034,0.512068966,65021.538,0.113793103,0.988764803,1.068357143,0.913440476,0.160344828,0.367241379,74260.0,75510,Multi-pass membrane protein
Q96PH1,0.039215686,0.052287582,0.060130719,0.035294118,0.049673203,0.121568627,0.4,0.394771242,0.091503268,0.14248366,0.496732026,0.503267974,86437.8919,0.108496732,0.99287311,1.073595238,0.928107143,-0.080392157,0.328104575,139340.0,140340,Multi-pass membrane protein
P38435,0.04353562,0.052770449,0.058047493,0.025065963,0.029023747,0.150395778,0.448548813,0.387862797,0.096306069,0.125329815,0.505277045,0.494722955,87559.7916,0.127968338,0.992990511,1.075321429,0.92575,-0.155936675,0.36939314,151150.0,151775,Multi-pass membrane protein
P11049,0.028469751,0.042704626,0.06405694,0.024911032,0.078291815,0.160142349,0.366548043,0.338078292,0.071174377,0.106761566,0.434163701,0.565836299,31702.9151,0.117437722,0.981764662,1.052380952,0.919285714,0.470818505,0.416370107,46410.0,47160,Multi-pass membrane protein
Q9UKF5,0.048780488,0.052439024,0.036585366,0.045121951,0.063414634,0.073170732,0.459756098,0.37804878,0.101219512,0.146341463,0.609756098,0.390243902,92757.6558,0.081707317,0.997554357,1.08875,0.918630952,-0.372439024,0.281707317,99240.0,102490,Single-pass membrane protein
P08581,0.04676259,0.051798561,0.050359712,0.033093525,0.05971223,0.096402878,0.470503597,0.344604317,0.098561151,0.129496403,0.551798561,0.448201439,155539.5532,0.089208633,0.996769086,1.073845238,0.924238095,-0.144388489,0.323021583,124570.0,127070,Single-pass membrane protein
Q6ZN44,0.043942993,0.057007126,0.03087886,0.028503563,0.043942993,0.123515439,0.439429929,0.345605701,0.100950119,0.119952494,0.533254157,0.466745843,92930.4088,0.079572447,0.995983122,1.064166667,0.926011905,-0.083729216,0.321852732,133270.0,134895,Single-pass membrane protein
Q8WWF5,0.046620047,0.03962704,0.025641026,0.041958042,0.032634033,0.10955711,0.375291375,0.398601399,0.086247086,0.13986014,0.561771562,0.438228438,46957.7136,0.058275058,0.99299657,1.062214286,0.9345,-0.062703963,0.284382284,48930.0,50180,Single-pass membrane protein
Q92932,0.058128079,0.072906404,0.021674877,0.026600985,0.022660099,0.118226601,0.496551724,0.377339901,0.131034483,0.131034483,0.560591133,0.439408867,111270.1076,0.058128079,1.005035596,1.08025,0.934916667,-0.454482759,0.2591133,91220.0,92095,Single-pass membrane protein
Q9UKL4,0.028037383,0.065420561,0.046728972,0.015576324,0.07165109,0.08411215,0.433021807,0.386292835,0.093457944,0.133956386,0.507788162,0.492211838,36092.311,0.096573209,0.994365919,1.077440476,0.926071429,-0.068224299,0.345794393,35870.0,36495,Multi-pass membrane protein
P06340,0.048,0.052,0.056,0.032,0.056,0.112,0.4,0.316,0.1,0.104,0.464,0.536,27598.4564,0.1,0.991871172,1.057761905,0.939011905,0.1332,0.356,32430.0,32555,Single-pass membrane protein
Q8N130,0.031719533,0.028380634,0.031719533,0.013355593,0.03672788,0.171953255,0.338898164,0.263772955,0.060100167,0.083472454,0.432387312,0.567612688,63548.9638,0.065108514,0.987140577,1.057047619,0.919833333,0.583472454,0.375626043,77920.0,78795,Multi-pass membrane protein
P17302,0.047120419,0.047120419,0.054973822,0.020942408,0.057591623,0.089005236,0.45026178,0.353403141,0.094240838,0.138743455,0.52617801,0.47382199,43007.8784,0.112565445,0.998620324,1.081357143,0.920440476,-0.214659686,0.327225131,56840.0,57340,Multi-pass membrane protein
Q9H6H4,0.046692607,0.050583658,0.038910506,0.015564202,0.050583658,0.081712062,0.412451362,0.420233463,0.097276265,0.167315175,0.505836576,0.494163424,29394.7938,0.112840467,0.996204061,1.067333333,0.927607143,-0.208560311,0.326848249,52370.0,52495,Multi-pass membrane protein
P33681,0.03125,0.076388889,0.048611111,0.03125,0.0625,0.090277778,0.489583333,0.402777778,0.107638889,0.142361111,0.579861111,0.420138889,33047.5462,0.09375,0.996249061,1.063047619,0.923892857,-0.263541667,0.315972222,39420.0,40045,Single-pass membrane protein
Q8N4F4,0.039855072,0.032608696,0.059782609,0.019927536,0.074275362,0.148550725,0.391304348,0.326086957,0.072463768,0.101449275,0.480072464,0.519927536,61699.8419,0.088768116,0.986752412,1.069845238,0.918880952,0.387318841,0.384057971,59930.0,60805,Multi-pass membrane protein
Q53GD3,0.030985915,0.028169014,0.06056338,0.007042254,0.071830986,0.138028169,0.347887324,0.273239437,0.05915493,0.091549296,0.425352113,0.574647887,79252.9276,0.125352113,0.983830735,1.072559524,0.911904762,0.487746479,0.415492958,128690.0,130315,Multi-pass membrane protein
P31213,0.015748031,0.027559055,0.082677165,0.027559055,0.062992126,0.141732283,0.295275591,0.31496063,0.043307087,0.11023622,0.385826772,0.614173228,28392.9747,0.161417323,0.98308863,1.054630952,0.927535714,0.397244094,0.409448819,45840.0,46090,Multi-pass membrane protein
O15533,0.029017857,0.053571429,0.026785714,0.029017857,0.011160714,0.145089286,0.357142857,0.299107143,0.082589286,0.104910714,0.484375,0.515625,47570.1007,0.071428571,0.997412409,1.069785714,0.927238095,-0.024553571,0.285714286,73910.0,74285,Single-pass membrane protein
Q9HBL6,0.034782609,0.052173913,0.023188406,0.04057971,0.04057971,0.168115942,0.426086957,0.353623188,0.086956522,0.113043478,0.547826087,0.452173913,38170.6558,0.057971014,0.99472899,1.083416667,0.928619048,-0.065217391,0.31884058,41940.0,42690,Single-pass membrane protein
P48651,0.038054968,0.042283298,0.086680761,0.038054968,0.071881607,0.097251586,0.391120507,0.376321353,0.080338266,0.133192389,0.458773784,0.541226216,55526.953,0.171247357,0.982287946,1.064880952,0.921321429,0.14820296,0.408033827,139800.0,140550,Multi-pass membrane protein
P57764,0.041322314,0.084710744,0.026859504,0.024793388,0.018595041,0.146694215,0.481404959,0.324380165,0.126033058,0.105371901,0.526859504,0.473140496,52800.4247,0.05785124,1.000854812,1.054845238,0.932833333,-0.173966942,0.297520661,54430.0,54930,Multi-pass membrane protein
Q9NRY7,0.043771044,0.053872054,0.057239057,0.026936027,0.077441077,0.070707071,0.414141414,0.377104377,0.097643098,0.121212121,0.555555556,0.444444444,33503.347,0.097643098,0.993778356,1.06075,0.914654762,-0.160606061,0.303030303,33920.0,34920,Single-pass membrane protein
Q11206,0.045045045,0.051051051,0.042042042,0.021021021,0.066066066,0.117117117,0.417417417,0.378378378,0.096096096,0.156156156,0.504504505,0.495495495,38045.0086,0.102102102,0.997541667,1.073035714,0.932154762,-0.16006006,0.348348348,53860.0,54110,Single-pass membrane protein
P07359,0.036809816,0.053680982,0.033742331,0.023006135,0.018404908,0.167177914,0.470858896,0.27607362,0.090490798,0.098159509,0.588957055,0.411042945,71539.1343,0.070552147,1.001055988,1.078547619,0.928107143,-0.198159509,0.305214724,75860.0,76360,Single-pass membrane protein
Q92544,0.042056075,0.052959502,0.07788162,0.018691589,0.07165109,0.102803738,0.433021807,0.302180685,0.095015576,0.104361371,0.448598131,0.551401869,74517.8773,0.160436137,0.986558715,1.089880952,0.916940476,0.197819315,0.412772586,143130.0,143880,Multi-pass membrane protein
Q6NUQ4,0.031930334,0.044992743,0.034833091,0.029027576,0.027576197,0.1712627,0.406386067,0.377358491,0.076923077,0.134978229,0.522496372,0.477503628,77149.6427,0.084179971,0.996418242,1.076761905,0.920869048,-0.139332366,0.326560232,122840.0,123715,Multi-pass membrane protein
Q16853,0.044560944,0.04587156,0.061598952,0.036697248,0.030144168,0.100917431,0.422018349,0.355176933,0.090432503,0.108781127,0.49017038,0.50982962,84620.8526,0.119266055,0.993496274,1.073428571,0.92647619,-0.131847969,0.325032765,121700.0,122325,Single-pass membrane protein
Q86XE3,0.054716981,0.081132075,0.066037736,0.01509434,0.039622642,0.105660377,0.488679245,0.4,0.135849057,0.156603774,0.535849057,0.464150943,60710.6253,0.113207547,1.001767183,1.07752381,0.924321429,-0.404339623,0.311320755,65320.0,65570,Single-pass membrane protein
P04234,0.076023392,0.046783626,0.029239766,0.023391813,0.058479532,0.122807018,0.49122807,0.356725146,0.122807018,0.116959064,0.514619883,0.485380117,18929.3532,0.070175439,0.992244121,1.059916667,0.933702381,-0.037426901,0.333333333,18450.0,18700,Single-pass membrane protein
Q9P2X0,0.032608696,0.054347826,0.02173913,0.010869565,0.02173913,0.184782609,0.369565217,0.326086957,0.086956522,0.086956522,0.402173913,0.597826087,10093.6015,0.097826087,0.985046615,1.035797619,0.937642857,0.331521739,0.358695652,26470.0,26595,Multi-pass membrane protein
P53985,0.028,0.038,0.068,0.012,0.064,0.104,0.344,0.234,0.066,0.098,0.418,0.582,53943.524,0.118,0.991281471,1.095666667,0.928107143,0.348,0.364,61310.0,62060,Multi-pass membrane protein
Q86XJ0,0.046511628,0.040697674,0.052325581,0.026162791,0.023255814,0.154069767,0.372093023,0.409883721,0.087209302,0.14244186,0.502906977,0.497093023,38495.4528,0.090116279,0.989954051,1.063654762,0.935571429,0.074709302,0.331395349,39420.0,40295,Multi-pass membrane protein
P01920,0.038314176,0.072796935,0.034482759,0.034482759,0.042145594,0.099616858,0.486590038,0.436781609,0.111111111,0.141762452,0.540229885,0.459770115,29990.8673,0.095785441,0.994341884,1.056107143,0.934809524,-0.322605364,0.32183908,43890.0,44140,Single-pass membrane protein
Q06432,0.031531532,0.058558559,0.063063063,0.031531532,0.067567568,0.112612613,0.382882883,0.292792793,0.09009009,0.117117117,0.468468468,0.531531532,25028.1619,0.117117117,0.984329477,1.050071429,0.93397619,0.340990991,0.351351351,37930.0,38555,Multi-pass membrane protein
P22083,0.037735849,0.043396226,0.032075472,0.033962264,0.01509434,0.088679245,0.347169811,0.503773585,0.081132075,0.156603774,0.50754717,0.49245283,59083.1649,0.113207547,0.996375217,1.05552381,0.939940476,-0.461886792,0.275471698,168330.0,168830,Single-pass membrane protein
P25106,0.033149171,0.033149171,0.066298343,0.03038674,0.080110497,0.110497238,0.408839779,0.270718232,0.066298343,0.099447514,0.461325967,0.538674033,41492.2786,0.143646409,0.979020673,1.061690476,0.923071429,0.55,0.44198895,73800.0,74675,Multi-pass membrane protein
Q9UJS0,0.041481481,0.057777778,0.075555556,0.014814815,0.048888889,0.094814815,0.405925926,0.318518519,0.099259259,0.124444444,0.465185185,0.534814815,74174.6482,0.108148148,0.996421618,1.057357143,0.926928571,0.031703704,0.333333333,44810.0,45185,Multi-pass membrane protein
P08138,0.056206089,0.077283372,0.009367681,0.018735363,0.021077283,0.084309133,0.522248244,0.281030445,0.133489461,0.088992974,0.590163934,0.409836066,45183.0134,0.042154567,1.001965197,1.067345238,0.938547619,-0.277751756,0.220140515,40910.0,42660,Single-pass membrane protein
Q96A33,0.086956522,0.115942029,0.043478261,0.016563147,0.039337474,0.082815735,0.635610766,0.368530021,0.202898551,0.151138716,0.598343685,0.401656315,55873.2339,0.076604555,1.01207399,1.090345238,0.930928571,-0.769151139,0.258799172,35870.0,36120,Single-pass membrane protein
Q02763,0.047153025,0.065836299,0.032918149,0.026690391,0.058718861,0.09341637,0.466192171,0.371886121,0.112989324,0.132562278,0.543594306,0.456405694,125828.632,0.081850534,0.998506374,1.072464286,0.929666667,-0.275622776,0.302491103,154130.0,156505,Single-pass membrane protein
P17152,0.041666667,0.057291667,0.015625,0.03125,0.052083333,0.125,0.447916667,0.34375,0.098958333,0.130208333,0.489583333,0.510416667,21540.5279,0.104166667,0.990761189,1.045059524,0.938047619,-0.011458333,0.348958333,37360.0,37860,Multi-pass membrane protein
Q8NBW4,0.033868093,0.028520499,0.083778966,0.03030303,0.092691622,0.110516934,0.385026738,0.285204991,0.062388592,0.094474153,0.44741533,0.55258467,63774.9213,0.144385027,0.983812133,1.073095238,0.925071429,0.404456328,0.415329768,86750.0,87500,Multi-pass membrane protein
A0PK05,0.032727273,0.054545455,0.058181818,0.021818182,0.043636364,0.141818182,0.421818182,0.229090909,0.087272727,0.098181818,0.494545455,0.505454545,29890.2836,0.094545455,0.995711511,1.073714286,0.931083333,0.188727273,0.334545455,26930.0,27305,Multi-pass membrane protein
H0YL14,0.021582734,0.007194245,0.079136691,0.035971223,0.028776978,0.179856115,0.215827338,0.45323741,0.028776978,0.158273381,0.374100719,0.625899281,16083.2505,0.143884892,0.971716758,1.03377381,0.931904762,0.632374101,0.45323741,25440.0,25690,Multi-pass membrane protein
Q9UQQ1,0.055405405,0.055405405,0.041891892,0.018918919,0.039189189,0.112162162,0.471621622,0.325675676,0.110810811,0.101351351,0.497297297,0.502702703,80556.6672,0.093243243,0.998744381,1.071535714,0.941083333,-0.152567568,0.318918919,96720.0,96970,Single-pass membrane protein
Q01628,0.022556391,0.037593985,0.052631579,0.037593985,0.07518797,0.090225564,0.368421053,0.270676692,0.060150376,0.090225564,0.466165414,0.533834586,14631.9322,0.097744361,0.987477631,1.051988095,0.929619048,0.381203008,0.360902256,16960.0,17085,Single-pass membrane protein
P07766,0.057971014,0.062801932,0.009661836,0.014492754,0.057971014,0.082125604,0.497584541,0.38647343,0.120772947,0.130434783,0.541062802,0.458937198,23146.9732,0.082125604,1.003294192,1.069738095,0.928785714,-0.538164251,0.289855072,38390.0,38765,Single-pass membrane protein
Q6NT55,0.060263653,0.056497175,0.050847458,0.032015066,0.050847458,0.146892655,0.423728814,0.446327684,0.116760829,0.167608286,0.517890772,0.482109228,61957.51,0.105461394,0.993120576,1.070940476,0.922380952,-0.200564972,0.352165725,83310.0,83935,Single-pass membrane protein
O14684,0.026315789,0.026315789,0.059210526,0.039473684,0.039473684,0.138157895,0.282894737,0.381578947,0.052631579,0.138157895,0.427631579,0.572368421,17102.1346,0.111842105,0.981749417,1.046690476,0.929071429,0.402631579,0.375,19940.0,20190,Multi-pass membrane protein
Q6YBV0,0.025793651,0.049603175,0.067460317,0.021825397,0.093253968,0.119047619,0.384920635,0.255952381,0.075396825,0.093253968,0.44047619,0.55952381,56156.4784,0.111111111,0.986217893,1.075190476,0.921678571,0.510515873,0.41468254,56840.0,57465,Multi-pass membrane protein
O75069,0.057827927,0.073342736,0.01551481,0.033850494,0.033850494,0.114245416,0.528913963,0.421720733,0.131170663,0.153737659,0.588152327,0.411847673,77447.6813,0.036671368,1.010364609,1.073666667,0.925666667,-0.660084626,0.228490832,30370.0,30620,Multi-pass membrane protein
Q16820,0.074179743,0.045649073,0.051355207,0.02425107,0.061340942,0.079885877,0.537803138,0.386590585,0.119828816,0.118402282,0.554921541,0.445078459,79570.2794,0.111269615,0.998140913,1.059547619,0.931190476,-0.397574893,0.308131241,122730.0,123730,Single-pass membrane protein
Q8TAE7,0.043577982,0.059633028,0.055045872,0.018348624,0.061926606,0.107798165,0.412844037,0.401376147,0.103211009,0.135321101,0.470183486,0.529816514,49592.068,0.112385321,0.98770673,1.056047619,0.925761905,0.122706422,0.360091743,65320.0,66195,Multi-pass membrane protein
P26678,0.0,0.038461538,0.038461538,0.0,0.153846154,0.192307692,0.307692308,0.403846154,0.038461538,0.115384615,0.442307692,0.557692308,6108.5295,0.057692308,0.976781285,1.03702381,0.921797619,0.834615385,0.442307692,1490.0,1615,Single-pass membrane protein
Q7Z408,0.042156582,0.049612848,0.051333525,0.028964726,0.044164038,0.08058503,0.467163751,0.310582162,0.091769429,0.098078578,0.546028104,0.453971896,380034.9203,0.103814167,0.997425751,1.068797619,0.921642857,-0.216317752,0.293375394,485200.0,493575,Single-pass membrane protein
P22680,0.045634921,0.05952381,0.057539683,0.033730159,0.06547619,0.125,0.446428571,0.376984127,0.10515873,0.148809524,0.523809524,0.476190476,57660.0962,0.10515873,0.996397571,1.064404762,0.915607143,-0.20952381,0.321428571,59820.0,60445,Single-pass membrane protein
Q96RI9,0.025862069,0.045977011,0.083333333,0.014367816,0.063218391,0.091954023,0.41091954,0.221264368,0.07183908,0.08045977,0.442528736,0.557471264,39015.9988,0.155172414,0.982889872,1.068119048,0.923011905,0.510632184,0.408045977,61310.0,62185,Multi-pass membrane protein
Q92824,0.065053763,0.066666667,0.027419355,0.041397849,0.026344086,0.05483871,0.519354839,0.367741935,0.13172043,0.141397849,0.638172043,0.361827957,206940.4412,0.084408602,0.998868732,1.070095238,0.926654762,-0.573978495,0.208602151,258190.0,270440,Single-pass membrane protein
Q96G23,0.039473684,0.057894737,0.071052632,0.023684211,0.073684211,0.123684211,0.421052632,0.389473684,0.097368421,0.136842105,0.447368421,0.552631579,44875.5671,0.165789474,0.987540207,1.075880952,0.922452381,0.002631579,0.410526316,109780.0,109905,Multi-pass membrane protein
